customerID,tenure,Contract,MonthlyCharges,TotalCharges,ChurnProbability,RiskLevel,RevenueAtRisk,Churn
0702-PGIBZ,4,Month-to-month,101.7,364.55,0.7591478689620612,High,77.20533827344163,1
5567-WSELE,3,Month-to-month,94.6,279.55,0.7588252408776961,High,71.78486778703005,1
4695-WJZUE,2,Month-to-month,88.55,179.25,0.7585253827132259,High,67.16742263925615,1
0742-NXBGR,1,Month-to-month,82.3,82.3,0.7582437073108675,High,62.403457111684396,1
2004-OCQXK,1,Month-to-month,81.95,81.95,0.7579502933734062,High,62.11402654195064,1
6108-OQZDQ,4,Month-to-month,97.95,384.5,0.7572471681635977,High,74.1723601216244,1
4614-NUVZD,1,Month-to-month,81.1,81.1,0.7572367080895195,High,61.411897026060025,1
2018-QKYGT,1,Month-to-month,81.05,81.05,0.7571946880051896,High,61.37062946282062,0
6457-USBER,1,Month-to-month,80.8,80.8,0.75698451347712,High,61.1643486889513,1
0318-QUUOB,1,Month-to-month,80.55,80.55,0.7567742154592006,High,60.95816305523861,1
7439-DKZTW,1,Month-to-month,80.55,80.55,0.7567742154592006,High,60.95816305523861,0
6350-XFYGW,4,Month-to-month,94.75,422.4,0.7567175445001383,High,71.6989873413881,0
5277-ZLOOR,2,Month-to-month,85.55,187.45,0.7565946639971024,High,64.7266735049521,1
5494-HECPR,1,Month-to-month,80.25,80.25,0.7565216948713595,High,60.710866013426596,1
1374-DMZUI,4,Month-to-month,94.3,424.45,0.7564703221786322,High,71.33515138144502,1
0259-GBZSH,2,Month-to-month,85.65,181.5,0.756360264419191,High,64.78225664750371,1
9681-OXGVC,5,Month-to-month,100.5,514.0,0.7563242921893032,High,76.01059136502496,1
9300-RENDD,1,Month-to-month,79.95,79.95,0.7562689965490783,High,60.46370627409881,1
3318-NMQXL,3,Month-to-month,92.0,266.8,0.756108698674433,High,69.56200027804783,0
0495-RVCBF,1,Month-to-month,79.7,79.7,0.7560582788806656,High,60.25784482678905,1
8058-INTPH,1,Month-to-month,79.65,79.65,0.7560161205425306,High,60.21668400121257,1
7594-RQHXR,1,Month-to-month,79.6,79.6,0.7559739572701257,High,60.175526998702004,1
1761-AEZZR,1,Month-to-month,79.55,79.55,0.7559317890636859,High,60.13437382001621,1
2514-GINMM,1,Month-to-month,79.5,79.5,0.7558896159234468,High,60.09322446591403,1
8098-LLAZX,4,Month-to-month,95.45,396.1,0.7558847214676457,High,72.14919666408679,1
6474-FVJLC,2,Month-to-month,86.0,165.45,0.7557906971143287,High,64.99799995183227,1
1143-NMNQJ,2,Month-to-month,85.7,169.8,0.7557829261008701,High,64.77059676684456,1
0220-EBGCE,2,Month-to-month,85.85,167.3,0.7557696627694218,High,64.88282554875485,1
5919-TMRGD,1,Month-to-month,79.35,79.35,0.755763066902295,High,59.9697993586971,1
2868-MZAGQ,1,Month-to-month,79.25,79.25,0.7556786762235305,High,59.88753509071479,1
6567-HOOPW,1,Month-to-month,79.2,79.2,0.7556364734854606,High,59.84640870004848,1
7493-TPUWZ,1,Month-to-month,79.15,79.15,0.7555942658152492,High,59.80528613927698,1
8580-AECUZ,1,Month-to-month,79.1,79.1,0.7555520532131346,High,59.76416740915894,1
5960-WPXQM,1,Month-to-month,79.05,79.05,0.7555098356793547,High,59.72305251045299,1
8740-CRYFY,1,Month-to-month,78.95,78.95,0.7554253858177553,High,59.64083421031179,1
2545-EBUPK,2,Month-to-month,84.05,186.05,0.755334935695654,High,63.485901345219716,0
2609-IAICY,1,Month-to-month,77.15,77.15,0.7539019174189537,High,58.163532928872286,1
7314-OXENN,2,Month-to-month,82.0,184.65,0.753633439549267,High,61.797942043039896,1
9248-OJYKK,1,Month-to-month,76.45,76.45,0.7533077341083494,High,57.59037627258331,1
7548-SEPYI,5,Month-to-month,96.25,512.45,0.7528695219786342,High,72.46369149044354,1
6894-LFHLY,1,Month-to-month,75.75,75.75,0.7527125867568888,High,57.01797844683433,1
9611-CTWIH,3,Month-to-month,89.45,240.45,0.75268830267818,High,67.32796867456321,1
5196-SGOAK,1,Month-to-month,75.7,75.7,0.7526700393610557,High,56.97712197963192,1
3489-HHPFY,2,Month-to-month,84.05,134.05,0.7525773339552366,High,63.254124918937634,0
5834-ASPWA,1,Month-to-month,75.45,75.45,0.7524572286663416,High,56.77289790287547,1
4988-IQIGL,1,Month-to-month,75.35,75.35,0.752372069992736,High,56.69123547395265,1
5054-IEXZT,1,Month-to-month,75.35,75.35,0.752372069992736,High,56.69123547395265,1
9787-XVQIU,1,Month-to-month,75.3,75.3,0.7523294832864679,High,56.65041009147103,1
4713-LZDRV,2,Month-to-month,79.6,195.05,0.7522732807853153,High,59.8809531505111,1
8816-VXNZD,1,Month-to-month,75.1,75.1,0.7521590873377527,High,56.48714745906523,1
1452-VOQCH,1,Month-to-month,75.1,75.1,0.7521590873377527,High,56.48714745906523,0
9878-TNQGW,2,Month-to-month,80.95,171.15,0.7520781236281185,High,60.880724107696196,1
1157-BQCUW,1,Month-to-month,74.95,74.95,0.7520312388037633,High,56.364741348342065,1
8086-OVPWV,2,Month-to-month,80.2,181.1,0.7520091862254786,High,60.31113673528339,1
6358-LYNGM,1,Month-to-month,74.9,74.9,0.7519886128038505,High,56.32394709900841,1
6996-KNSML,1,Month-to-month,74.9,74.9,0.7519886128038505,High,56.32394709900841,1
4587-VVTOX,6,Month-to-month,105.3,545.2,0.7519723005810904,High,79.18268325118882,1
9399-APLBT,1,Month-to-month,74.7,74.7,0.7518180597016839,High,56.16080905971579,1
3765-JXVKY,1,Month-to-month,74.7,74.7,0.7518180597016839,High,56.16080905971579,1
5240-IJOQT,1,Month-to-month,74.7,74.7,0.7518180597016839,High,56.16080905971579,1
7180-PISOG,1,Month-to-month,74.5,74.5,0.7516474280482563,High,55.9977333895951,1
4415-IJZTP,1,Month-to-month,74.5,74.5,0.7516474280482563,High,55.9977333895951,1
0723-DRCLG,1,Month-to-month,74.45,74.45,0.7516047578632652,High,55.956974222920095,1
4102-OQUPX,1,Month-to-month,74.4,74.4,0.7515620827701555,High,55.91621895809957,1
3551-HUAZH,1,Month-to-month,74.4,74.4,0.7515620827701555,High,55.91621895809957,1
4274-OWWYO,1,Month-to-month,74.35,74.35,0.7515194027691949,High,55.87546759588964,1
8372-JUXUI,1,Month-to-month,74.35,74.35,0.7515194027691949,High,55.87546759588964,1
4234-XTNEA,2,Month-to-month,79.95,174.45,0.7514544384433347,High,60.07878235354461,0
1833-VGRUM,1,Month-to-month,74.2,74.2,0.7513913333218954,High,55.75323693248465,1
6892-EZDTG,4,Month-to-month,91.65,365.4,0.7512307516239144,High,68.85029838633176,1
8473-VUVJN,1,Month-to-month,73.65,73.65,0.7509213675823088,High,55.30535872243704,1
6513-EECDB,1,Month-to-month,73.55,73.55,0.7508358555061195,High,55.22397717247509,1
1981-INRFU,2,Month-to-month,79.75,164.5,0.7507624567482961,High,59.87330592567662,1
8593-WHYHV,3,Month-to-month,85.3,264.8,0.7506679575379587,High,64.03197677798788,1
4192-GORJT,5,Month-to-month,94.45,498.1,0.7506644763180975,High,70.90025978824431,1
7760-OYPDY,2,Month-to-month,80.65,144.15,0.7503954190516278,High,60.51939054651378,1
1977-STDKI,1,Month-to-month,73.0,73.0,0.750365188563964,High,54.776658765169365,1
4529-CKBCL,2,Month-to-month,80.2,146.05,0.7501358563132401,High,60.16089567632186,1
9689-PTNPG,2,Month-to-month,80.25,144.55,0.7500956435204023,High,60.19517539251228,1
4228-ZGYUW,4,Month-to-month,90.05,368.1,0.750091840856081,High,67.5457702690901,1
0021-IKXGC,1,Month-to-month,72.1,72.1,0.7495937275092287,High,54.045707753415385,0
4140-MUHUG,3,Month-to-month,86.85,220.95,0.749563361379222,High,65.09957793578542,1
3422-GALYP,2,Month-to-month,79.45,145.15,0.7494846377949447,High,59.54655447280836,0
1273-MTETI,4,Month-to-month,88.85,372.45,0.7493602350063169,High,66.58065688031125,1
8380-PEFPE,1,Month-to-month,71.65,71.65,0.7492074021157591,High,53.680710361594144,1
8644-XLFBW,1,Month-to-month,71.65,71.65,0.7492074021157591,High,53.680710361594144,1
1304-NECVQ,2,Month-to-month,78.55,149.55,0.748996319385397,High,58.833660887722935,1
7228-OMTPN,4,Month-to-month,88.45,370.65,0.7489413956981547,High,66.24386644950178,1
3878-AVSOQ,1,Month-to-month,71.25,71.25,0.7488636690617795,High,53.356536420651786,0
9488-HGMJH,1,Month-to-month,71.15,71.15,0.7487776868893379,High,53.2755324221764,1
3422-LYEPQ,1,Month-to-month,71.0,71.0,0.7486486769583344,High,53.15405606404174,1
7409-KIUTL,1,Month-to-month,71.0,71.0,0.7486486769583344,High,53.15405606404174,1
1031-IIDEO,1,Month-to-month,70.85,70.85,0.7485196230274713,High,53.03261529149634,1
4951-UKAAQ,4,Month-to-month,88.95,355.2,0.7485135799690819,High,66.58028293824984,1
5376-DEQCP,1,Month-to-month,70.6,70.6,0.7483044353865447,High,52.83029313829005,1
8051-HJRLT,1,Month-to-month,70.55,70.55,0.7482613831975602,High,52.78984058458787,1
2865-TCHJW,4,Month-to-month,89.2,346.2,0.7482308340810949,High,66.74219040003366,1
7465-ZZRVX,1,Month-to-month,70.35,70.35,0.7480891255820462,High,52.62806998469695,0
1363-TXLSL,1,Month-to-month,70.3,70.3,0.7480460489647411,High,52.5876372422213,1
6653-CBBOM,1,Month-to-month,70.3,70.3,0.7480460489647411,High,52.5876372422213,1
2446-PLQVO,1,Month-to-month,70.3,70.3,0.7480460489647411,High,52.5876372422213,1
0637-KVDLV,2,Month-to-month,76.5,162.45,0.7480367665845553,High,57.22481264371848,1
1640-PLFMP,1,Month-to-month,70.25,70.25,0.7480029674626534,High,52.5472084642514,0
3244-DCJWY,1,Month-to-month,70.25,70.25,0.7480029674626534,High,52.5472084642514,1
9605-WGJVW,1,Month-to-month,70.2,70.2,0.747959881076078,High,52.50678365154068,0
1846-XWOQN,1,Month-to-month,70.15,70.15,0.7479167898053095,High,52.46636280484247,1
0328-GRPMV,1,Month-to-month,70.1,70.1,0.7478736936506434,High,52.425945924910096,1
4702-IOQDC,1,Month-to-month,70.1,70.1,0.7478736936506434,High,52.425945924910096,1
9603-OAIHC,1,Month-to-month,70.05,70.05,0.7478305926123753,High,52.385533012496886,0
3494-JCHRQ,1,Month-to-month,70.05,70.05,0.7478305926123753,High,52.385533012496886,1
1853-UDXBW,1,Month-to-month,70.0,70.0,0.747787486690801,High,52.34512406835607,1
8000-REIQB,1,Month-to-month,69.95,69.95,0.7477443758862168,High,52.30471909324087,1
5875-YPQFJ,1,Month-to-month,69.9,69.9,0.7477012601989191,High,52.26431808790445,1
9804-ICWBG,1,Month-to-month,69.9,69.9,0.7477012601989191,High,52.26431808790445,1
5542-TBBWB,1,Month-to-month,69.9,69.9,0.7477012601989191,High,52.26431808790445,0
8884-ADFVN,7,Month-to-month,101.95,700.85,0.7476911790511023,High,76.22711570425987,1
5550-VFRLC,1,Month-to-month,69.85,69.85,0.7476581396292051,High,52.22392105309997,1
4603-JANFB,1,Month-to-month,69.85,69.85,0.7476581396292051,High,52.22392105309997,1
5134-IKDAY,1,Month-to-month,69.8,69.8,0.747615014177372,High,52.18352798958056,1
4510-HIMLV,1,Month-to-month,69.8,69.8,0.747615014177372,High,52.18352798958056,1
5539-TMZLF,1,Month-to-month,69.75,69.75,0.747571883843717,High,52.14313889809926,1
3389-YGYAI,8,Month-to-month,105.5,829.55,0.747510567336608,High,78.86236485401214,1
4952-YSOGZ,4,Month-to-month,85.95,381.3,0.7474966179799979,High,64.24733431538083,1
4871-JTKJF,1,Month-to-month,69.65,69.65,0.7474856085321334,High,52.0623726342631,1
8062-YBDOE,1,Month-to-month,69.65,69.65,0.7474856085321334,High,52.0623726342631,1
4550-EVXNY,1,Month-to-month,69.65,69.65,0.7474856085321334,High,52.0623726342631,1
7254-IQWOZ,1,Month-to-month,69.65,69.65,0.7474856085321334,High,52.0623726342631,1
7817-BOQPW,2,Month-to-month,75.55,166.3,0.7474764593862586,High,56.471846506631834,1
7665-TOALD,1,Month-to-month,69.6,69.6,0.7474424635548016,High,52.021995463414186,1
2636-ALXXZ,1,Month-to-month,69.6,69.6,0.7474424635548016,High,52.021995463414186,1
6502-MJQAE,1,Month-to-month,69.6,69.6,0.7474424635548016,High,52.021995463414186,1
8375-DKEBR,1,Month-to-month,69.6,69.6,0.7474424635548016,High,52.021995463414186,1
1820-TQVEV,1,Month-to-month,69.55,69.55,0.7473993136968414,High,51.98162226761532,1
2506-TNFCO,1,Month-to-month,69.55,69.55,0.7473993136968414,High,51.98162226761532,1
5159-YFPKQ,2,Month-to-month,75.8,160.75,0.747379196431699,High,56.65134308952278,1
0488-GSLFR,1,Month-to-month,69.5,69.5,0.747356158958552,High,51.94125304761936,1
3428-XZMAZ,1,Month-to-month,69.35,69.35,0.7472266654647042,High,51.82016924997723,1
6457-GIRWB,1,Month-to-month,69.35,69.35,0.7472266654647042,High,51.82016924997723,1
1624-NALOJ,5,Month-to-month,89.8,502.6,0.7471591848673257,High,67.09489480108584,1
7206-GZCDC,1,Month-to-month,69.25,69.25,0.7471403120726584,High,51.739466611031595,1
0679-IDSTG,1,Month-to-month,69.25,69.25,0.7471403120726584,High,51.739466611031595,1
2446-BEGGB,6,Month-to-month,98.25,560.6,0.7471271749030525,High,73.40524493422491,1
9728-FTTVZ,1,Month-to-month,69.2,69.2,0.7470971280586933,High,51.69912126166158,1
7660-HDPJV,1,Month-to-month,69.2,69.2,0.7470971280586933,High,51.69912126166158,1
1447-GIQMR,1,Month-to-month,69.15,69.15,0.7470539391665022,High,51.65877989336363,1
3716-BDVDB,1,Month-to-month,69.1,69.1,0.7470107453963865,High,51.6184425068903,1
4806-HIPDW,1,Month-to-month,68.95,68.95,0.7468811348215144,High,51.49745424594342,1
2761-OCIAX,2,Month-to-month,74.7,165.4,0.7467396104241233,High,55.781448898682015,1
2462-XIIJB,5,Month-to-month,92.5,452.7,0.7466498763329006,High,69.0651135607933,1
1618-CFHME,2,Month-to-month,75.9,143.35,0.7465199988508541,High,56.66086791277983,1
6416-TVAIH,1,Month-to-month,68.5,68.5,0.7464920397871544,High,51.13470472542008,1
6161-UUUTA,3,Month-to-month,79.9,260.9,0.7461004073099365,High,59.61342254406394,1
2789-HQBOU,3,Month-to-month,80.35,253.8,0.7460812316903294,High,59.94762696631796,0
9897-KXHCM,3,Month-to-month,80.3,250.05,0.745837472951255,High,59.890749077985774,1
3319-DWOEP,6,Month-to-month,95.75,573.75,0.745811013260951,High,71.41140451973605,1
0334-GDDSO,3,Month-to-month,81.35,233.7,0.7458044404171034,High,60.67119122793135,1
4770-UEZOX,2,Month-to-month,74.75,144.8,0.7456649101164622,High,55.73845203120555,0
8414-MYSHR,5,Month-to-month,91.4,449.75,0.7455971815349929,High,68.14758239229835,1
3191-CSNMG,3,Month-to-month,80.7,239.45,0.7455879159601996,High,60.168944817988105,0
1724-BQUHA,5,Month-to-month,89.5,477.7,0.7455682917301997,High,66.72836210985287,1
7330-WZLNC,5,Month-to-month,90.8,455.5,0.745421205580562,High,67.68424546671503,1
4750-ZRXIU,4,Month-to-month,84.6,360.1,0.7452542041637188,High,63.048505672250606,1
6357-JJPQT,3,Month-to-month,80.5,232.35,0.7450399409549584,High,59.97571524687415,0
2880-FPNAE,2,Month-to-month,74.2,140.1,0.7449624527591263,High,55.27621399472717,0
0697-ZMSWS,4,Month-to-month,85.65,338.9,0.7449577852211697,High,63.80563430419319,1
1678-FYZOW,3,Month-to-month,79.4,244.65,0.7448123431493506,High,59.13810004605845,1
4086-YQSNZ,3,Month-to-month,80.4,224.05,0.7445074544319722,High,59.85839933633057,1
3811-VBYBZ,7,Month-to-month,99.8,673.25,0.7444508917087314,High,74.29619899253139,1
7488-MXJIV,4,Month-to-month,85.65,321.65,0.744019726536627,High,63.72528957786211,1
9837-BMCLM,3,Month-to-month,78.5,242.05,0.7439370092266981,High,58.39905522429581,1
6861-XWTWQ,7,Month-to-month,99.25,665.45,0.7435772970476504,High,73.80004673197931,1
4822-RVYBB,8,Month-to-month,100.6,819.4,0.7429729836998262,High,74.74308216020252,1
9237-HQITU,2,Month-to-month,70.7,151.65,0.7427336594211623,High,52.511269721076175,1
7074-IEVOJ,3,Month-to-month,79.4,205.05,0.7426547205956644,High,58.96678481529576,1
0508-OOLTO,2,Month-to-month,71.65,135.75,0.7426430472599544,High,53.21037433617574,0
3519-ZKXGG,3,Month-to-month,75.85,256.6,0.7425635896345768,High,56.323448273782645,1
8258-GSTJK,3,Month-to-month,77.0,237.75,0.742475572164217,High,57.17061905664471,1
9305-CDSKC,8,Month-to-month,99.65,820.5,0.742254921712565,High,73.96570294865711,1
3721-CNEYS,2,Month-to-month,70.95,137.95,0.7421896442210161,High,52.65835525748109,1
4342-HENTK,2,Month-to-month,70.65,142.35,0.7421843230984987,High,52.43532242690894,1
8835-VSDSE,2,Month-to-month,70.7,141.45,0.7421760930609955,High,52.47184977941239,1
9717-QEBGU,2,Month-to-month,70.3,144.0,0.7419875247301764,High,52.161722988531395,0
4581-SSPWD,3,Month-to-month,75.8,246.3,0.7419592880739846,High,56.24051403600803,1
5835-BEQEU,3,Month-to-month,76.95,228.4,0.7419231393953933,High,57.09098557647552,1
4548-SDBKE,5,Month-to-month,85.2,474.8,0.7418981295563948,High,63.209720638204836,1
5804-LEPIM,2,Month-to-month,70.35,139.05,0.7417575750513296,High,52.18264540486103,1
2897-DOVND,2,Month-to-month,69.8,146.65,0.7417222528670901,High,51.77221325012289,0
9799-CAYJJ,2,Month-to-month,69.3,153.8,0.741703333243293,High,51.4000409937602,0
7576-OYWBN,3,Month-to-month,76.05,231.8,0.7413703571964319,High,56.38121566478864,1
8161-QYMTT,7,Month-to-month,94.1,701.3,0.7413167539776027,High,69.7579065492924,0
6630-UJZMY,4,Month-to-month,83.25,308.05,0.7413110800999068,High,61.71414741831724,0
2612-RRIDN,4,Month-to-month,81.0,340.85,0.7412601157719385,High,60.04206937752702,1
4482-EWFMI,2,Month-to-month,69.7,135.2,0.7410124642261477,High,51.6485687565625,0
7394-LWLYN,2,Month-to-month,70.15,123.8,0.7407570465603232,High,51.96410681620667,0
5276-KQWHG,2,Month-to-month,69.6,131.65,0.7407353608225437,High,51.555181113249034,1
7321-VGNKU,2,Month-to-month,70.35,120.25,0.7407267519112011,High,52.11012699695299,0
2990-HWIML,6,Month-to-month,89.5,573.3,0.7406752592735926,High,66.29043570498654,1
1320-HTRDR,3,Month-to-month,75.5,220.6,0.7403030811533458,High,55.892882627077604,1
4847-TAJYI,6,Month-to-month,89.35,567.8,0.7402495611390523,High,66.14129828777432,0
8357-EQXFO,7,Month-to-month,95.35,660.9,0.7401274887485836,High,70.57115605217744,1
0404-SWRVG,3,Month-to-month,74.4,229.55,0.7398884645820625,High,55.047701764905455,1
3462-BJQQA,6,Month-to-month,89.75,552.65,0.7397460908976431,High,66.39221165806347,0
2645-QTLMB,7,Month-to-month,94.25,669.0,0.7396659025185324,High,69.71351131237168,1
2472-OVKUP,6,Month-to-month,91.0,531.0,0.73958582790192,High,67.30231033907472,1
4806-KEXQR,4,Month-to-month,79.9,324.3,0.7394444539957498,High,59.08161187426041,1
4090-KPJIP,3,Month-to-month,74.95,212.4,0.7393982372003941,High,55.41789787816954,0
2952-QAYZF,5,Month-to-month,85.3,424.15,0.7391984540841413,High,63.05362813337725,1
2959-MJHIC,4,Month-to-month,80.35,307.4,0.7388847976782338,High,59.36939349344608,1
9306-CPCBC,3,Month-to-month,74.25,210.3,0.7387039256133571,High,54.84876647679176,1
4395-PZMSN,5,Month-to-month,85.55,408.5,0.7385419653420406,High,63.182265135011576,0
4210-QFJMF,4,Month-to-month,79.15,317.25,0.7384356386061445,High,58.44718079567634,1
3750-CKVKH,2,Month-to-month,67.75,116.65,0.7383823783483404,High,50.02540613310006,1
8622-ZLFKO,6,Month-to-month,90.75,512.25,0.7383452236502732,High,67.0048290462623,0
8780-IXSTS,6,Month-to-month,90.1,521.3,0.7383068878534679,High,66.52145059559746,1
0781-LKXBR,9,Month-to-month,100.5,918.6,0.7381636743116188,High,74.18544926831768,1
8739-XNIKG,5,Month-to-month,84.0,424.75,0.7381561481937607,High,62.0051164482759,0
8752-STIVR,4,Month-to-month,79.0,303.15,0.7375319279949517,High,58.265022311601186,1
4626-GYCZP,7,Month-to-month,93.85,635.6,0.7374913734510631,High,69.21356539838227,1
8242-SOQUO,5,Month-to-month,84.7,392.5,0.736952243233668,High,62.41985500189168,0
9231-ZJYAM,4,Month-to-month,78.85,292.8,0.7368341371248274,High,58.09937171229264,1
6168-WFVVF,3,Month-to-month,70.3,235.5,0.7368226958011244,High,51.79863551481904,1
5685-IIXLY,5,Month-to-month,83.6,404.2,0.7366867062537218,High,61.587008642811135,1
9633-XQABV,3,Month-to-month,70.25,229.7,0.7364594603272347,High,51.73627708798824,0
9134-CEQMF,7,Month-to-month,89.5,676.7,0.7361548085985214,High,65.88585536956766,1
8443-ZRDBZ,4,Month-to-month,76.05,318.9,0.7359532075567758,High,55.9692414346928,1
2968-SSGAA,10,Month-to-month,100.6,1060.2,0.735827146752449,High,74.02421096329637,1
7005-CCBKV,6,Month-to-month,84.4,556.35,0.7355136744907517,High,62.07735412701945,1
2672-HUYVI,6,Month-to-month,91.1,455.3,0.7354797051324212,High,67.00220113756357,1
4143-OOBWZ,5,Month-to-month,81.3,416.3,0.7354438282105051,High,59.79158323351407,1
2929-ERCFZ,8,Month-to-month,94.2,777.3,0.7353651107595857,High,69.27139343355297,1
7379-POKDZ,3,Month-to-month,70.3,208.85,0.7353426882096196,High,51.69459098113625,1
2055-PDADH,3,Month-to-month,70.4,204.7,0.7351951791060652,High,51.757740609067,1
0722-TROQR,4,Month-to-month,74.9,321.75,0.7351530546887993,High,55.06296379619107,1
1567-DSCIC,8,Month-to-month,94.0,773.65,0.734995094744103,High,69.08953890594567,1
5168-MSWXT,8,Month-to-month,94.75,759.55,0.7348359927444112,High,69.62571031253296,0
7563-BIUPC,5,Month-to-month,80.6,415.55,0.734817969703969,High,59.226328358139895,1
4749-OJKQU,4,Month-to-month,75.65,302.35,0.7346987951792089,High,55.579963855307156,0
7245-NIIWQ,3,Month-to-month,69.85,199.85,0.7344657392486293,High,51.30243188651676,0
6077-BDPXA,3,Month-to-month,70.15,194.2,0.7344014669852713,High,51.518262909016784,0
4585-HETAI,4,Month-to-month,73.75,325.45,0.7343987523652904,High,54.161907986940165,1
0455-XFASS,3,Month-to-month,69.55,200.2,0.7342344534269443,High,51.06600623584397,0
6941-PMGEP,5,Month-to-month,80.0,412.5,0.7341464811859192,High,58.73171849487353,1
2379-ENZGV,6,Month-to-month,84.85,523.5,0.7340594297971959,High,62.284942618292064,1
7341-LXCAF,4,Month-to-month,74.65,301.4,0.7338095957427383,High,54.77888632219542,1
